Article_ID,Source_Type,Database/Source,Search_Date,Search_Query,Title,Authors,Year,Journal/Conference,DOI,URL,Abstract,Document_Type,Language,Duplicate_Key,Duplicate?,Notes
SS-0001,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),GAIA-2: A Controllable Multi-View Generative World Model for Autonomous Driving,Lloyd Russell; Anthony Hu; Lorenzo Bertoni; George Fedoseev; Jamie Shotton; Elahe Arani; Gianluca Corrado,2025,arXiv.org,10.48550/arXiv.2503.20523,https://www.semanticscholar.org/paper/234159e46e429d0ccd3718110861ec81d9c5dfe1,"Generative models offer a scalable and flexible paradigm for simulating complex environments, yet current approaches fall short in addressing the domain-specific requirements of autonomous driving - such as multi-agent interactions, fine-grained control, and multi-camera consistency. We introduce GAIA-2, Generative AI for Autonomy, a latent diffusion world model that unifies these capabilities within a single generative framework. GAIA-2 supports controllable video generation conditioned on a rich set of structured inputs: ego-vehicle dynamics, agent configurations, environmental factors, and road semantics. It generates high-resolution, spatiotemporally consistent multi-camera videos across geographically diverse driving environments (UK, US, Germany). The model integrates both structured conditioning and external latent embeddings (e.g., from a proprietary driving model) to facilitate flexible and semantically grounded scene synthesis. Through this integration, GAIA-2 enables scalable simulation of both common and rare driving scenarios, advancing the use of generative world models as a core tool in the development of autonomous systems. Videos are available at https://wayve.ai/thinking/gaia-2.",JournalArticle,English,gaia2_a_controllable_multiview_generative_world_model_2025,,Citations: 179
SS-0002,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),EA-WM: Event-Aware Generative World Model with Structured Kinematic-to-Visual Action Fields,Zhaoyang Yang; Yurun Jin; Lizhe Qi; Cong Huang; Kai Chen,2026,arXiv.org,10.48550/arXiv.2605.06192,https://www.semanticscholar.org/paper/93c4892c910c32d359747ce93795ff613b9a3fc7,"Pretrained video diffusion models provide powerful spatiotemporal generative priors, making them a natural foundation for robotic world models. While recent world-action models jointly optimize future videos and actions, they predominantly treat video generation as an auxiliary representation for policy learning. Consequently, they insufficiently explore the inverse problem: leveraging action signals to guide video synthesis, thereby often failing to preserve precise robot spatial geometry and fine-grained robot-object interaction dynamics in the generated rollouts. To bridge this gap, we present EA-WM, an Event-Aware Generative World Model that effectively closes the loop between kinematic control and visual perception. Rather than injecting joint or end-effector actions as abstract, low-dimensional tokens, EA-WM projects actions and kinematic states directly into the target camera view as Structured Kinematic-to-Visual Action Fields. To fully exploit this geometrically grounded representation, we introduce event-aware bidirectional fusion blocks that modulate cross-branch attention, capturing object state changes and interaction dynamics. Evaluated on the comprehensive WorldArena benchmark, EA-WM achieves state-of-the-art performance, outperforming existing baselines by a significant margin.",JournalArticle,English,eawm_eventaware_generative_world_model_with_structured_2026,,Citations: 3
SS-0003,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),Lyra: Generative 3D Scene Reconstruction via Video Diffusion Model Self-Distillation,Sherwin Bahmani; Tianchang Shen; Jia-Wei Ren; Jiahui Huang; Yifeng Jiang; Haithem Turki; Andrea Tagliasacchi; David B. Lindell; Zan Gojcic; Sanja Fidler; Huan Ling; Jun Gao; Xuanchi Ren,2025,arXiv.org,10.48550/arXiv.2509.19296,https://www.semanticscholar.org/paper/eb6ca77d28285c95ac370052deda4a53f65e05e6,"The ability to generate virtual environments is crucial for applications ranging from gaming to physical AI domains such as robotics, autonomous driving, and industrial AI. Current learning-based 3D reconstruction methods rely on the availability of captured real-world multi-view data, which is not always readily available. Recent advancements in video diffusion models have shown remarkable imagination capabilities, yet their 2D nature limits the applications to simulation where a robot needs to navigate and interact with the environment. In this paper, we propose a self-distillation framework that aims to distill the implicit 3D knowledge in the video diffusion models into an explicit 3D Gaussian Splatting (3DGS) representation, eliminating the need for multi-view training data. Specifically, we augment the typical RGB decoder with a 3DGS decoder, which is supervised by the output of the RGB decoder. In this approach, the 3DGS decoder can be purely trained with synthetic data generated by video diffusion models. At inference time, our model can synthesize 3D scenes from either a text prompt or a single image for real-time rendering. Our framework further extends to dynamic 3D scene generation from a monocular input video. Experimental results show that our framework achieves state-of-the-art performance in static and dynamic 3D scene generation.",JournalArticle,English,lyra_generative_3d_scene_reconstruction_via_video_2025,,Citations: 29
SS-0004,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),MaskGWM: A Generalizable Driving World Model with Video Mask Reconstruction,J. Ni; Yuxin Guo; Yichen Liu; Rui Chen; Le-Wei Lu; Zehuan Wu,2025,Computer Vision and Pattern Recognition,10.1109/CVPR52734.2025.02085,https://www.semanticscholar.org/paper/820c0952bdf09861673b06393bf824a40e5a618e,"World models that forecast environmental changes from actions are vital for autonomous driving models with strong generalization. The prevailing driving world model mainly build on video prediction model. Although these models can produce high-fidelity video sequences with advanced diffusion-based generator, they are constrained by their predictive duration and overall generalization capabilities. In this paper, we explore to solve this problem by combining generation loss with MAE-style feature-level context learning. In particular, we instantiate this target with three key design: (1) A more scalable Diffusion Transformer (DiT) structure trained with extra mask construction task. (2) we devise diffusion-related mask tokens to deal with the fuzzy relations between mask reconstruction and generative diffusion process. (3) we extend mask construction task to spatial-temporal domain by utilizing row-wise mask for shifted self-attention rather than masked self-attention in MAE. Then, we adopt a row-wise cross-view module to align with this mask design. Based on above improvement, we propose MaskGWM: a Generalizable driving World Model embodied with Video Mask reconstruction. Our model contains two variants: MaskGWM-long, focusing on long-horizon prediction, and MaskGWM-mview, dedicated to multi-view generation. Comprehensive experiments on standard benchmarks validate the effectiveness of the proposed method, which contain normal validation of Nuscene dataset, long-horizon rollout of OpenDV-2K dataset and zero-shot validation of Waymo dataset. Quantitative metrics on these datasets show our method notably improving state-of-the-art driving world model. Our project page is https://github.com/SenseTime-FVG/OpenDWM.","JournalArticle, Conference",English,maskgwm_a_generalizable_driving_world_model_with_2025,,Citations: 36
SS-0005,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),Object-Centric World Model for Language-Guided Manipulation,Youngjoon Jeong; Junha Chun; Soonwoo Cha; Taesup Kim,2025,arXiv.org,10.48550/arXiv.2503.06170,https://www.semanticscholar.org/paper/82cd021b224e150c2be9a5611bdf6b44b218488a,"A world model is essential for an agent to predict the future and plan in domains such as autonomous driving and robotics. To achieve this, recent advancements have focused on video generation, which has gained significant attention due to the impressive success of diffusion models. However, these models require substantial computational resources. To address these challenges, we propose a world model leveraging object-centric representation space using slot attention, guided by language instructions. Our model perceives the current state as an object-centric representation and predicts future states in this representation space conditioned on natural language instructions. This approach results in a more compact and computationally efficient model compared to diffusion-based generative alternatives. Furthermore, it flexibly predicts future states based on language instructions, and offers a significant advantage in manipulation tasks where object recognition is crucial. In this paper, we demonstrate that our latent predictive world model surpasses generative world models in visuo-linguo-motor control tasks, achieving superior sample and computation efficiency. We also investigate the generalization performance of the proposed method and explore various strategies for predicting actions using object-centric representations.",JournalArticle,English,objectcentric_world_model_for_languageguided_manipulation_2025,,Citations: 16
SS-0006,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),Upscale-A-Video: Temporal-Consistent Diffusion Model for Real-World Video Super-Resolution,Shangchen Zhou; Peiqing Yang; Jianyi Wang; Yi-Hang Luo; Chen Change Loy,2023,Computer Vision and Pattern Recognition,10.1109/CVPR52733.2024.00245,https://www.semanticscholar.org/paper/95a1305f252f53d5d7bed8cf9d9091d6dbdeb0ab,"Text-based diffusion models have exhibited remarkable success in generation and editing, showing great promise for enhancing visual content with their generative prior. However, applying these models to video super-resolution remains challenging due to the high demands for output fidelity and temporal consistency, which is complicated by the inherent randomness in diffusion models. Our study introduces Upscale-A-Video, a text-guided latent diffusion framework for video upscaling. This framework ensures temporal coherence through two key mechanisms: locally, it integrates temporal layers into U-Net and VAE-Decoder, maintaining consistency within short sequences; globally, without training, a flow-guided recurrent latent propagation module is introduced to enhance overall video stability by propagating and fusing latent across the entire sequences. Thanks to the diffusion paradigm, our model also offers greater flexibility by allowing text prompts to guide texture creation and adjustable noise levels to balance restoration and generation, enabling a trade-off between fidelity and quality. Extensive experiments show that Upscale-A-Video surpasses existing methods in both synthetic and real-world benchmarks, as well as in AI-generated videos, showcasing impressive visual realism and temporal consistency.","JournalArticle, Conference",English,upscaleavideo_temporalconsistent_diffusion_model_for_realworld_video_2023,,Citations: 168
SS-0007,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),STORM: Search-Guided Generative World Models for Robotic Manipulation,Wenjun Lin; Jensen Zhang; Kaitong Cai; Keze Wang,2025,arXiv.org,10.48550/arXiv.2512.18477,https://www.semanticscholar.org/paper/2eb4f5d6dc6d8797cde8b13357760627246e0cb3,"We present STORM (Search-Guided Generative World Models), a novel framework for spatio-temporal reasoning in robotic manipulation that unifies diffusion-based action generation, conditional video prediction, and search-based planning. Unlike prior Vision-Language-Action (VLA) models that rely on abstract latent dynamics or delegate reasoning to language components, STORM grounds planning in explicit visual rollouts, enabling interpretable and foresight-driven decision-making. A diffusion-based VLA policy proposes diverse candidate actions, a generative video world model simulates their visual and reward outcomes, and Monte Carlo Tree Search (MCTS) selectively refines plans through lookahead evaluation. Experiments on the SimplerEnv manipulation benchmark demonstrate that STORM achieves a new state-of-the-art average success rate of 51.0 percent, outperforming strong baselines such as CogACT. Reward-augmented video prediction substantially improves spatio-temporal fidelity and task relevance, reducing Frechet Video Distance by over 75 percent. Moreover, STORM exhibits robust re-planning and failure recovery behavior, highlighting the advantages of search-guided generative world models for long-horizon robotic manipulation.",JournalArticle,English,storm_searchguided_generative_world_models_for_robotic_2025,,Citations: 6
SS-0008,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),"Generative AI in depth: A survey of recent advances, model variants, and real-world applications",Shamim Yazdani; Akansha Singh; N. Saxena; Zi-Chong Wang; Avash Palikhe; Deng Pan; Umapada Pal; Jie Yang; Wen-Bin Zhang,2025,Journal of Big Data,10.1186/s40537-025-01247-x,https://www.semanticscholar.org/paper/c820be0b7036c2f04a499f9dfa3f7fdcca6bb710,"In recent years, deep learning based generative models, particularly Generative Adversarial Networks (GANs), Variational Autoencoders (VAEs), and Diffusion Models (DMs), have been instrumental in generating diverse, high-quality content across various domains, such as image and video synthesis. This capability has led to widespread adoption of these models and has captured strong public interest. As they continue to advance at a rapid pace, the growing volume of research, expanding application areas, and unresolved technical challenges make it increasingly difficult to stay current. To address this need, this survey introduces a comprehensive taxonomy that organizes the literature and provides a cohesive framework for understanding the development of GANs, VAEs, and DMs, including their many variants and combined approaches. We highlight key innovations that have improved the quality, diversity, and controllability of generated outputs, reflecting the expanding potential of generative artificial intelligence. In addition to summarizing technical progress, we examine rising ethical concerns, including the risks of misuse and the broader societal impact of synthetic media. Finally, we outline persistent challenges and propose future research directions, offering a structured and forward looking perspective for researchers in this fast evolving field.","JournalArticle, Review",English,generative_ai_in_depth_a_survey_of_2025,,Citations: 28
SS-0009,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),VideoScene: Distilling Video Diffusion Model to Generate 3D Scenes in One Step,Han-Yang Wang; Fang-Fu Liu; Jia-Wei Chi; Yue-Qi Duan,2025,Computer Vision and Pattern Recognition,10.1109/CVPR52734.2025.01536,https://www.semanticscholar.org/paper/22425f9b359f37d8d7372b2889ee976eac632db2,"Recovering 3D scenes from sparse views is a challenging task due to its inherent ill-posed problem. Conventional methods have developed specialized solutions (e.g., geometry regularization or feed-forward deterministic model) to mitigate the issue. However, they still suffer from performance degradation by minimal overlap across input views with insufficient visual information. Fortunately, recent video generative models show promise in addressing this challenge as they are capable of generating video clips with plausible 3D structures. Powered by large pretrained video diffusion models, some pioneering research start to explore the potential of video generative prior and create 3D scenes from sparse views. Despite impressive improvements, they are limited by slow inference time and the lack of 3D constraint, leading to inefficiencies and reconstruction artifacts that do not align with real-world geometry structure. In this paper, we propose VideoScene to distill the video diffusion model to generate 3D scenes in one step, aiming to build an efficient and effective tool to bridge the gap from video to 3D. Specifically, we design a 3D-aware leap flow distillation strategy to leap over time-consuming redundant information and train a dynamic denoising policy network to adaptively determine the optimal leap timestep during inference. Extensive experiments demonstrate that our VideoScene achieves faster and superior 3D scene generation results than previous video diffusion models, highlighting its potential as an efficient tool for future video to 3D applications.","JournalArticle, Conference",English,videoscene_distilling_video_diffusion_model_to_generate_2025,,Citations: 33
SS-0010,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),AVID: Adapting Video Diffusion Models to World Models,Marc Rigter; Tarun Gupta; Agrin Hilmkil; Chao Ma,2024,arXiv.org,10.48550/arXiv.2410.12822,https://www.semanticscholar.org/paper/c70bb9721ae75d650832bfe609c412165332fd5a,"Large-scale generative models have achieved remarkable success in a number of domains. However, for sequential decision-making problems, such as robotics, action-labelled data is often scarce and therefore scaling-up foundation models for decision-making remains a challenge. A potential solution lies in leveraging widely-available unlabelled videos to train world models that simulate the consequences of actions. If the world model is accurate, it can be used to optimize decision-making in downstream tasks. Image-to-video diffusion models are already capable of generating highly realistic synthetic videos. However, these models are not action-conditioned, and the most powerful models are closed-source which means they cannot be finetuned. In this work, we propose to adapt pretrained video diffusion models to action-conditioned world models, without access to the parameters of the pretrained model. Our approach, AVID, trains an adapter on a small domain-specific dataset of action-labelled videos. AVID uses a learned mask to modify the intermediate outputs of the pretrained model and generate accurate action-conditioned videos. We evaluate AVID on video game and real-world robotics data, and show that it outperforms existing baselines for diffusion model adaptation.1 Our results demonstrate that if utilized correctly, pretrained video models have the potential to be powerful tools for embodied AI.",JournalArticle,English,avid_adapting_video_diffusion_models_to_world_2024,,Citations: 38
SS-0011,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),PISA Experiments: Exploring Physics Post-Training for Video Diffusion Models by Watching Stuff Drop,Chenyu Li; Oscar Michel; Xichen Pan; Sainan Liu; Mike Roberts; Saining Xie,2025,International Conference on Machine Learning,10.48550/arXiv.2503.09595,https://www.semanticscholar.org/paper/bf773405ca544f920c287fb7e0187fbdabb25f95,"Large-scale pre-trained video generation models excel in content creation but are not reliable as physically accurate world simulators out of the box. This work studies the process of post-training these models for accurate world modeling through the lens of the simple, yet fundamental, physics task of modeling object freefall. We show state-of-the-art video generation models struggle with this basic task, despite their visually impressive outputs. To remedy this problem, we find that fine-tuning on a relatively small amount of simulated videos is effective in inducing the dropping behavior in the model, and we can further improve results through a novel reward modeling procedure we introduce. Our study also reveals key limitations of post-training in generalization and distribution modeling. Additionally, we release a benchmark for this task that may serve as a useful diagnostic tool for tracking physical accuracy in large-scale video generative model development.","JournalArticle, Conference",English,pisa_experiments_exploring_physics_posttraining_for_video_2025,,Citations: 55
SS-0012,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),One-Step Diffusion for Detail-Rich and Temporally Consistent Video Super-Resolution,Yujing Sun; Lingchen Sun; Shuai Liu; Rong-Yuan Wu; Zheng-Qiang Zhang; Lei Zhang,2025,Neural Information Processing Systems,10.48550/arXiv.2506.15591,https://www.semanticscholar.org/paper/2ba5a584dc6b747a953128f81fdf3763ef677c02,"It is a challenging problem to reproduce rich spatial details while maintaining temporal consistency in real-world video super-resolution (Real-VSR), especially when we leverage pre-trained generative models such as stable diffusion (SD) for realistic details synthesis. Existing SD-based Real-VSR methods often compromise spatial details for temporal coherence, resulting in suboptimal visual quality. We argue that the key lies in how to effectively extract the degradation-robust temporal consistency priors from the low-quality (LQ) input video and enhance the video details while maintaining the extracted consistency priors. To achieve this, we propose a Dual LoRA Learning (DLoRAL) paradigm to train an effective SD-based one-step diffusion model, achieving realistic frame details and temporal consistency simultaneously. Specifically, we introduce a Cross-Frame Retrieval (CFR) module to aggregate complementary information across frames, and train a Consistency-LoRA (C-LoRA) to learn robust temporal representations from degraded inputs. After consistency learning, we fix the CFR and C-LoRA modules and train a Detail-LoRA (D-LoRA) to enhance spatial details while aligning with the temporal space defined by C-LoRA to keep temporal coherence. The two phases alternate iteratively for optimization, collaboratively delivering consistent and detail-rich outputs. During inference, the two LoRA branches are merged into the SD model, allowing efficient and high-quality video restoration in a single diffusion step. Experiments show that DLoRAL achieves strong performance in both accuracy and speed. Code and models are available at https://github.com/yjsunnn/DLoRAL.",JournalArticle,English,onestep_diffusion_for_detailrich_and_temporally_consistent_2025,,Citations: 20
SS-0013,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),ReconX: Reconstruct Any Scene From Sparse Views With Video Diffusion Model,Fang-Fu Liu; Wenqiang Sun; Han-Yang Wang; Yikai Wang; Haowen Sun; Junliang Ye; Jun Zhang; Yue-Qi Duan,2024,IEEE Transactions on Image Processing,10.1109/TIP.2026.3666733,https://www.semanticscholar.org/paper/ca34c3c4d31f81032abce198fdda6951e53d8fba,"Advancements in 3D scene reconstruction have transformed 2D images from the real world into 3D models, producing realistic 3D results from hundreds of input photos. Despite great success in dense-view reconstruction scenarios, rendering a detailed scene from sparse views is still an ill-posed optimization problem, often resulting in artifacts and distortions in unseen areas. In this paper, we propose ReconX, a novel 3D scene reconstruction paradigm that reframes the ambiguous reconstruction problem as a temporal generation task. The key insight is to unleash the strong generative prior of large pre-trained video diffusion models for sparse-view reconstruction. Nevertheless, it is challenging to preserve 3D view consistency when directly generating video frames from pre-trained models. To address this issue, given limited input views, the proposed ReconX first constructs a global point cloud and encodes it into a contextual space as the 3D structure condition. Guided by the condition, the video diffusion model then synthesizes video frames that are detail-preserved and exhibit a high degree of 3D consistency, ensuring the coherence of the scene from various perspectives. Finally, we recover the 3D scene from the generated video through a confidence-aware 3D Gaussian Splatting optimization scheme. Extensive experiments on various real-world datasets show the superiority of ReconX over state-of-the-art methods in terms of quality and generalizability.",JournalArticle,English,reconx_reconstruct_any_scene_from_sparse_views_2024,,Citations: 153
SS-0014,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),LuxDiT: Lighting Estimation with Video Diffusion Transformer,Ruofan Liang; Kai He; Zan Gojcic; Igor Gilitschenski; Sanja Fidler; Nandita Vijaykumar; Zian Wang,2025,Neural Information Processing Systems,10.48550/arXiv.2509.03680,https://www.semanticscholar.org/paper/4b0049e34c123e6bc4bb208ecb2ba081d06e3954,"Estimating scene lighting from a single image or video remains a longstanding challenge in computer vision and graphics. Learning-based approaches are constrained by the scarcity of ground-truth HDR environment maps, which are expensive to capture and limited in diversity. While recent generative models offer strong priors for image synthesis, lighting estimation remains difficult due to its reliance on indirect visual cues, the need to infer global (non-local) context, and the recovery of high-dynamic-range outputs. We propose LuxDiT, a novel data-driven approach that fine-tunes a video diffusion transformer to generate HDR environment maps conditioned on visual input. Trained on a large synthetic dataset with diverse lighting conditions, our model learns to infer illumination from indirect visual cues and generalizes effectively to real-world scenes. To improve semantic alignment between the input and the predicted environment map, we introduce a low-rank adaptation finetuning strategy using a collected dataset of HDR panoramas. Our method produces accurate lighting predictions with realistic angular high-frequency details, outperforming existing state-of-the-art techniques in both quantitative and qualitative evaluations.",JournalArticle,English,luxdit_lighting_estimation_with_video_diffusion_transformer_2025,,Citations: 20
SS-0015,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),GenDDS: Generating Diverse Driving Video Scenarios with Prompt-to-Video Generative Model,Yongjie Fu; Yunlong Li; Xuan Di,2024,2024 IEEE 27th International Conference on Intelligent Transportation Systems (ITSC),10.1109/ITSC58415.2024.10920106,https://www.semanticscholar.org/paper/35c481224ccb79ed716562ff284bd9c5ddad1640,"Autonomous driving training requires a diverse range of datasets encompassing various traffic conditions, weather scenarios, and road types. Traditional data augmentation methods often struggle to generate datasets that represent rare occurrences. To address this challenge, we propose GenDDS, a novel approach for generating driving scenarios generation by leveraging the capabilities of Stable Diffusion XL (SDXL), an advanced latent diffusion model. Our methodology involves the use of descriptive prompts to guide the synthesis process, aimed at producing realistic and diverse driving scenarios. With the power of the latest computer vision techniques, such as ControlNet and Hotshot-XL, we have built a complete pipeline for video generation together with SDXL. We employ the KITTI dataset, which includes real-world driving videos, to train the model. Through a series of experiments, we demonstrate that our model can generate high-quality driving videos that closely replicate the complexity and variability of real-world driving scenarios. This research contributes to the development of sophisticated training data for autonomous driving systems and opens new avenues for creating virtual environments for simulation and validation purposes.","JournalArticle, Conference",English,gendds_generating_diverse_driving_video_scenarios_with_2024,,Citations: 10
SS-0016,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),Strengthening Generative Robot Policies through Predictive World Modeling,Han Qi; Haocheng Yin; Yi-Lun Du; Heng Yang,2025,arXiv.org,10.48550/arXiv.2502.00622,https://www.semanticscholar.org/paper/8b5e2b6e94facf92330ba1111352b94c6af4fc8f,,JournalArticle,English,strengthening_generative_robot_policies_through_predictive_world_2025,,Citations: 33
SS-0017,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),DTG-Restore: Training-Free Diffusion Refinement for Generative Video Super-Resolution,Hidir Yesiltepe; K. Pnvr; Gaurav Pathak; Navaneeth Bodla; Bharat Singh; Pinar Yanardag; Jing-Rong Xie,2026,arXiv.org,10.48550/arXiv.2605.30431,https://www.semanticscholar.org/paper/30b8690a03906f8a86d568123ebfac8bde65f386,"Recent progress in video diffusion models has enabled remarkable generative fidelity, yet leveraging these priors for restoration remains limited by the strong coupling between conditional and unconditional branches in standard classifier-free guidance. We introduce a training-free framework that enhances distorted and low-resolution videos by decoupling these signals in time. Our proposed Decoupled Time Guidance (DTG) evaluates the unconditional branch at a cleaner diffusion timestep, providing a lookahead prior that preserves geometry while suppressing replication of warped content. This temporal bias is annealed throughout sampling, allowing the model to transition from structure correction to detail refinement without retraining. Combined with any off-the-shelf restoration module in a plug-and-play manner, our approach improves perceptual coherence and restores plausible structure in AIgenerated and real-world videos alike. To facilitate evaluation, we curate GenWarp480, a benchmark of 4,400 distorted 480p videos synthesized from diverse text-to-video models. GenWarp480 focuses on characteristic generative degradations such as warped faces, body misalignments, and spatial artifacts, providing a purpose-built testbed for assessing robustness to generative errors. Extensive experiments demonstrate that our method achieves significant improvements in structural fidelity and temporal stability without any model training.",JournalArticle,English,dtgrestore_trainingfree_diffusion_refinement_for_generative_video_2026,,Citations: 0
SS-0018,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),Controllable Weather Synthesis and Removal with Video Diffusion Models,Chih-Hao Lin; Zian Wang; Ruofan Liang; Yuxuan Zhang; Sanja Fidler; Shenlong Wang; Zan Gojcic,2025,IEEE International Conference on Computer Vision,10.1109/ICCV51701.2025.01261,https://www.semanticscholar.org/paper/f4f84abe5e6b2689cd03aa7b11e3f388d0ca4f3b,"Generating realistic and controllable weather effects in videos is valuable for many applications. Physics-based weather simulation requires precise reconstructions that are hard to scale to in-the-wild videos, while current video editing often lacks realism and control. In this work, we introduce WeatherWeaver, a video diffusion model that synthesizes diverse weather effects-including rain, snow, fog, and clouds-directly into any input video without the need for 3D modeling. Our model provides precise control over weather effect intensity and supports blending various weather types, ensuring both realism and adaptability. To overcome the scarcity of paired training data, we propose a novel data strategy combining synthetic videos, generative image editing, and auto-labeled real-world videos. Extensive evaluations show that our method outperforms state-of-the-art methods in weather simulation and removal, providing high-quality, physically plausible, and scene-identitypreserving results over various real-world videos.","JournalArticle, Conference",English,controllable_weather_synthesis_and_removal_with_video_2025,,Citations: 14
SS-0019,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),CreativeVR: Diffusion-Prior-Guided Approach for Structure and Motion Restoration in Generative and Real Videos,Tejas Panambur; Ishan R. Dave; Chongjian Ge; Ersin Yumer; Xue Bai,2025,arXiv.org,10.48550/arXiv.2512.12060,https://www.semanticscholar.org/paper/9f2e07c813aa6307700aad5499d4f15001c92a25,"Modern text-to-video (T2V) diffusion models can synthesize visually compelling clips, yet they remain brittle at fine-scale structure: even state-of-the-art generators often produce distorted faces and hands, warped backgrounds, and temporally inconsistent motion. Such severe structural artifacts also appear in very low-quality real-world videos. Classical video restoration and super-resolution (VR/VSR) methods, in contrast, are tuned for synthetic degradations such as blur and downsampling and tend to stabilize these artifacts rather than repair them, while diffusion-prior restorers are usually trained on photometric noise and offer little control over the trade-off between perceptual quality and fidelity. We introduce CreativeVR, a diffusion-prior-guided video restoration framework for AI-generated (AIGC) and real videos with severe structural and temporal artifacts. Our deep-adapter-based method exposes a single precision knob that controls how strongly the model follows the input, smoothly trading off between precise restoration on standard degradations and stronger structureand motion-corrective behavior on challenging content. Our key novelty is a temporally coherent degradation module used during training, which applies carefully designed transformations that produce realistic structural failures. To evaluate AIGC-artifact restoration, we propose the AIGC54 benchmark with FIQA, semantic and perceptual metrics, and multi-aspect scoring. CreativeVR achieves state-of-the-art results on videos with severe artifacts and performs competitively on standard video restoration benchmarks, while running at practical throughput (about 13 FPS at 720p on a single 80-GB A100). Project page: https://daveishan.github.io/creativevr-webpage/.",JournalArticle,English,creativevr_diffusionpriorguided_approach_for_structure_and_motion_2025,,Citations: 1
SS-0020,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),TempDiff: Enhancing Temporal‐awareness in Latent Diffusion for Real‐World Video Super‐Resolution,Qin Jiang; Qinglin Wang; Lihua Chi; X. Chen; Q. Y. Zhang; R. Zhou; Z. Q. Deng; J. S. Deng; B. Tang; S. Lv; Jie Liu,2024,Computer graphics forum (Print),10.1111/cgf.15211,https://www.semanticscholar.org/paper/133ea2a361db0b3fbf3510fc1778566f66c0cddf,"Latent diffusion models (LDMs) have demonstrated remarkable success in generative modeling. It is promising to leverage the potential of diffusion priors to enhance performance in image and video tasks. However, applying LDMs to video super‐resolution (VSR) presents significant challenges due to the high demands for realistic details and temporal consistency in generated videos, exacerbated by the inherent stochasticity in the diffusion process. In this work, we propose a novel diffusion‐based framework, Temporal‐awareness Latent Diffusion Model (TempDiff), specifically designed for real‐world video super‐resolution, where degradations are diverse and complex. TempDiff harnesses the powerful generative prior of a pre‐trained diffusion model and enhances temporal awareness through the following mechanisms: 1) Incorporating temporal layers into the denoising U‐Net and VAE‐Decoder, and fine‐tuning these added modules to maintain temporal coherency; 2) Estimating optical flow guidance using a pre‐trained flow net for latent optimization and propagation across video sequences, ensuring overall stability in the generated high‐quality video. Extensive experiments demonstrate that TempDiff achieves compelling results, outperforming state‐of‐the‐art methods on both synthetic and real‐world VSR benchmark datasets. Code will be available at https://github.com/jiangqin567/TempDiff",JournalArticle,English,tempdiff_enhancing_temporalawareness_in_latent_diffusion_for_2024,,Citations: 3
SS-0021,API,Semantic Scholar,2026-09-22,Multiple queries (Q1-Q10),Mask World Model: Predicting What Matters for Robust Robot Policy Learning,Y. Lou; Xiaowei Chi; Xiaojie Zhang; Zezhong Qian; Cheng-Xuan Li; Rongyu Zhang; Yaoxu Lyu; Guoyu Song; Chuyao Fu; Haoxuan Xu; Pengwei Wang; Shanghang Zhang,2026,arXiv.org,10.48550/arXiv.2604.19683,https://www.semanticscholar.org/paper/d1e486e778d1e8bb44cc35ad5f6752ef5c893e55,"World models derived from large-scale video generative pre-training have emerged as a promising paradigm for generalist robot policy learning. However, standard approaches often focus on high-fidelity RGB video prediction, this can result in overfitting to irrelevant factors, such as dynamic backgrounds and illumination changes. These distractions reduce the model's ability to generalize, ultimately leading to unreliable and fragile control policies. To address this, we introduce the Mask World Model (MWM), which leverages video diffusion architectures to predict the evolution of semantic masks instead of pixels. This shift imposes a geometric information bottleneck, forcing the model to capture essential physical dynamics and contact relations while filtering out visual noise. We seamlessly integrate this mask dynamics backbone with a diffusion-based policy head to enable robust end-to-end control. Extensive evaluations demonstrate the superiority of MWM on the LIBERO and RLBench simulation benchmarks, significantly outperforming the state-of-the-art RGB-based world models. Furthermore, real-world experiments and robustness evaluation (via random token pruning) reveal that MWM exhibits superior generalization capabilities and robust resilience to texture information loss.",JournalArticle,English,mask_world_model_predicting_what_matters_for_2026,,Citations: 12
